food_id,name,alternate_names,variants,category,subcategory,serving_amount,serving_unit,serving_weight_g,calories_min,calories_max,protein_min,protein_max,carbs_min,carbs_max,fat_min,fat_max,fiber_min,fiber_max,iron_min,iron_max,calcium_min,calcium_max,magnesium_min,magnesium_max,potassium_min,potassium_max,zinc_min,zinc_max,sodium_min,sodium_max,vitamin_a_min,vitamin_a_max,vitamin_c_min,vitamin_c_max,vitamin_d_min,vitamin_d_max,vitamin_e_min,vitamin_e_max,vitamin_k_min,vitamin_k_max,vitamin_b1_min,vitamin_b1_max,vitamin_b2_min,vitamin_b2_max,vitamin_b6_min,vitamin_b6_max,folate_min,folate_max,vitamin_b12_min,vitamin_b12_max,dietary_tags,allergens,ingredients,price_min_inr,price_max_inr,source,source_basis,confidence,variant_review_notes,fix_notes,nutrition_source,nutrition_source_basis,nutrition_confidence,b12_source,b12_source_basis,b12_confidence,price_source,price_source_basis,price_confidence,match_type,match_food,uncertainty_method,uncertainty_percent,variant_status
FD156,Crab Masala,Nandu Curry,,Non-Vegetarian Mains,Non-Veg Curry,1,bowl,150,131.458,197.188,10.252,15.378,3.724,5.586,8.315,12.473,1.877,2.816,1.151,1.726,44.694,67.041,42.798,64.197,180.779,271.169,0.861,1.292,451.036,676.555,0.78,1.17,1.56,2.34,2.717,4.076,4.252,6.378,195.831,293.747,0.029,0.043,0.034,0.051,0.102,0.153,18.297,27.445,5.0,8.0,Non-Vegetarian,Shellfish,"crab, onion, tomato, coconut, spices",216,504,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Prawn curry (with coconut) (Jhinga curry) (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 150 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Crab Masala modeled on INDB prawn curry (closest available crustacean-curry analogue; no crab entry exists), replacing the prior spiced-colocasia mismatch.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data. | B12 audit: crab is exceptionally B12-dense (USDA ~8.8-10 mcg/100g cooked, several times higher than other seafood). The prior placeholder (2.0/4.0) understated this. Revised to 5.0/8.0 mcg to better reflect a typical crab-flesh portion in this dish.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Prawn curry (with coconut) (Jhinga curry) (100%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 150 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Crab Masala modeled on INDB prawn curry (closest available crustacean-curry analogue; no crab entry exists), replacing the prior spiced-colocasia mismatch.",Low,USDA FoodData Central,"Category-level estimate: crab is the dish's primary animal-protein component. USDA value for crab, cooked (~8.8-10 mcg/100g — crab is exceptionally B12-dense among common proteins), scaled to a typical crab-flesh fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Prawn curry (with coconut) (Jhinga curry) (100%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD157,Chicken Sukka,Kori Sukka (Mangalorean style),,Non-Vegetarian Mains,Non-Veg Curry,1,bowl,150,984.698,1203.52,5.005,6.117,1.503,1.837,106.496,130.162,0.287,0.35,0.375,0.458,4.667,5.704,7.07,8.641,84.607,103.408,0.207,0.253,94.178,115.106,1.517,1.854,0.447,0.546,0.514,0.629,51.558,63.015,13.514,16.517,0.027,0.033,0.016,0.019,0.127,0.156,4.173,5.101,0.2,0.4,Non-Vegetarian,,"chicken, coconut, spices",168,392,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Chicken kebab; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 150 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Chicken kebab; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 150 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,USDA FoodData Central,"Category-level estimate: chicken is the dish's primary animal-protein component. USDA value for chicken, roasted meat (~0.3 mcg/100g), scaled to a typical chicken-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Chicken kebab,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD158,Samosa,Singhada (Bengali term),,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,519.647,635.124,1.541,1.883,8.285,10.126,53.272,65.11,1.072,1.311,0.449,0.549,6.864,8.389,10.242,12.518,123.751,151.251,0.2,0.244,69.39,84.81,7.85,9.595,7.196,8.795,1.543,1.886,25.857,31.603,8.188,10.007,0.042,0.051,0.009,0.011,0.04,0.049,8.172,9.988,0.0,0.0,Vegetarian,Gluten,"maida, potato, peas, oil",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Potato samosa (Aloo ka samosa); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Potato samosa (Aloo ka samosa); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Potato samosa (Aloo ka samosa),"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD159,Kachori,,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,641.456,784.002,2.258,2.76,11.53,14.092,65.047,79.501,0.877,1.071,0.53,0.648,7.055,8.623,11.61,14.19,70.319,85.946,0.241,0.295,81.501,99.613,0.0,0.0,0.766,0.937,1.198,1.464,31.961,39.064,4.793,5.858,0.029,0.036,0.013,0.016,0.023,0.028,5.702,6.969,0.0,0.0,Vegetarian,Gluten,"maida, lentil filling, oil",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Khasta kachori; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Khasta kachori; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Khasta kachori,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD160,Aloo Tikki,Tikki,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,511.747,852.912,0.524,0.873,2.498,4.163,55.505,92.508,0.509,0.849,0.267,0.446,12.371,20.618,6.47,10.783,89.659,149.432,0.093,0.156,137.891,229.818,0.939,1.566,3.287,5.478,0.209,0.349,27.2,45.333,5.1,8.5,0.013,0.021,0.013,0.021,0.023,0.038,3.849,6.415,0.0,0.0,Vegetarian,,"potato, spices, oil",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Dum aloo; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Dum aloo; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Dum aloo,"prep-variability modeling band (internally generated, not source-reported)",25.0,No variants listed
FD161,Ragda Pattice,,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,196.441,327.401,3.005,5.008,15.734,26.223,13.305,22.175,1.969,3.281,0.649,1.082,14.218,23.696,15.468,25.78,135.461,225.769,0.355,0.592,104.638,174.397,110.559,184.265,9.022,15.036,3.546,5.91,1.403,2.339,9.229,15.382,0.071,0.119,0.021,0.035,0.066,0.109,14.808,24.68,0.0,0.0,Vegetarian,,"potato patty, white peas gravy, chutneys",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Vegetable patties ; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Vegetable patties ; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Vegetable patties,"prep-variability modeling band (internally generated, not source-reported)",25.0,No variants listed
FD162,Vada Pav,,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,619.518,1032.531,1.265,2.108,3.047,5.078,66.866,111.443,0.8,1.333,0.389,0.648,5.589,9.316,7.828,13.047,72.891,121.485,0.186,0.31,55.898,93.163,0.0,0.0,0.569,0.949,0.475,0.792,32.863,54.771,6.449,10.748,0.024,0.039,0.008,0.014,0.017,0.029,8.937,14.895,0.0,0.0,Vegetarian,Gluten,"potato vada, bread roll (pav), chutneys",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Masala vada; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Closest INDB analogue: Masala vada; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±25%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Masala vada,"prep-variability modeling band (internally generated, not source-reported)",25.0,No variants listed
FD163,Pav Bhaji,,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,86.873,106.178,2.394,2.926,10.794,13.192,3.886,4.749,1.782,2.178,0.872,1.065,22.374,27.346,11.423,13.962,125.371,153.231,0.164,0.201,147.504,180.283,36.05,44.062,11.844,14.475,2.262,2.764,0.137,0.167,10.464,12.789,0.191,0.233,0.067,0.081,0.051,0.063,26.402,32.269,0.0,0.0,Vegetarian,"Dairy, Gluten","mixed vegetable mash, butter, bread roll (pav)",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Pav bhaji; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,,"Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Direct INDB equivalent: Pav bhaji; INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±10%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,High,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Exact,Pav bhaji,"prep-variability modeling band (internally generated, not source-reported)",10.0,No variants listed
FD164,Pani Puri,"Gol Gappa, Puchka, Golgappa",,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,451.822,677.733,0.912,1.367,7.945,11.917,46.215,69.322,0.97,1.455,0.615,0.922,10.006,15.009,13.013,19.52,87.007,130.511,0.189,0.283,68.695,103.042,2.061,3.091,1.929,2.893,1.172,1.758,22.612,33.918,4.448,6.673,0.032,0.048,0.011,0.016,0.043,0.065,5.051,7.576,0.0,0.0,Vegetarian,Gluten,"wheat/semolina puri shells, potato filling, tamarind water, spiced water",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Poori (35%) + Potato bonda (Aloo bonda) (45%) + Tamarind chutney (Chintapandu pachadi/Puli chutney) (20%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Pani Puri modeled from its own defining components (puri shell, spiced-potato filling, tamarind water), replacing the prior cumin-water-only mismatch that omitted the shells and filling.",Low,,"Section 2: re-derived from correct dish-level analogue (was: wrong-category/keyword-bug match per audit report). | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data.",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 2 fix: Poori (35%) + Potato bonda (Aloo bonda) (45%) + Tamarind chutney (Chintapandu pachadi/Puli chutney) (20%); INDB 2024.11 values are per 100 g (commodity components use standard published composition) and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated. Pani Puri modeled from its own defining components (puri shell, spiced-potato filling, tamarind water), replacing the prior cumin-water-only mismatch that omitted the shells and filling.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Ingredient composition,Poori (35%) + Potato bonda (Aloo bonda) (45%) + Tamarind chutney (Chintapandu pachadi/Puli chutney) (20%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD165,Bhel Puri,Bhel,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,433.404,586.37,2.99,4.045,13.998,18.938,40.725,55.098,1.904,2.576,1.096,1.483,20.588,27.854,19.054,25.779,127.979,173.148,0.324,0.439,79.881,108.074,0.0,0.0,3.833,5.186,1.018,1.378,19.827,26.825,6.618,8.953,0.064,0.086,0.029,0.039,0.08,0.109,19.044,25.766,0.0,0.0,Vegetarian,,"puffed rice, gram-flour sev, chutneys, onion",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,Section 3 (duplicate-profile fix): Bhel Puri modeled directly on INDB Bhel puri (exact dish match). Components: Bhel puri (100%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±15%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Medium,,"Section 3: differentiated from a previously identical duplicate-profile group per audit Section C. | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data. | Allergen audit: no wheat ingredient listed -> Gluten removed (verify ingredient list; traditional bhel puri sev/puri may warrant a wheat entry)",Anuvaad Indian Nutrient Databank (INDB) 2024.11,Section 3 (duplicate-profile fix): Bhel Puri modeled directly on INDB Bhel puri (exact dish match). Components: Bhel puri (100%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±15%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.,Medium,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Bhel puri (100%),"prep-variability modeling band (internally generated, not source-reported)",15.0,No variants listed
FD166,Sev Puri,,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,435.239,652.859,2.554,3.832,12.184,18.277,41.893,62.839,1.698,2.547,0.949,1.424,16.948,25.421,17.172,25.758,107.173,160.759,0.303,0.455,67.713,101.569,0.709,1.063,3.067,4.6,1.021,1.532,20.41,30.615,5.898,8.848,0.057,0.086,0.025,0.038,0.068,0.102,15.684,23.527,0.0,0.0,Vegetarian,Gluten,"puri, potato, gram-flour sev, chutneys",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Sev Puri modeled as the Bhel Puri base plus an extra fried-puri component, giving it slightly more oil than Bhel Puri as expected. Components: Bhel puri (85%) + Poori (15%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Low,,"Section 3: differentiated from a previously identical duplicate-profile group per audit Section C. | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data. | Allergen audit: ""puri"" ingredient token added -> Gluten included",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Sev Puri modeled as the Bhel Puri base plus an extra fried-puri component, giving it slightly more oil than Bhel Puri as expected. Components: Bhel puri (85%) + Poori (15%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Low,N/A — no significant dietary B12 source,"Compiled ingredient list contains no meat, fish, egg, dairy solids, or fortified ingredient — only plant-based ingredients, and/or ghee/butter in amounts too small to contribute measurable B12 (B12 resides in milk solids/whey, not milk fat). Vitamin B12 is not naturally present in plant foods (USDA FoodData Central), so the value is retained at 0.0 rather than estimated.",High,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Bhel puri (85%) + Poori (15%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
FD167,Dahi Puri,,,Evening Snacks & Street Food,Street Food & Snacks,1,serving,100,407.91,611.864,2.814,4.221,13.174,19.761,38.329,57.494,1.792,2.688,1.032,1.548,19.377,29.065,17.933,26.899,120.451,180.676,0.305,0.458,75.182,112.773,0.0,0.0,3.608,5.412,0.958,1.438,18.661,27.991,6.229,9.343,0.06,0.09,0.027,0.041,0.076,0.113,17.924,26.886,0.05,0.15,Vegetarian,"Dairy, Gluten","puri, potato, curd, chutneys",20,60,Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Dahi Puri modeled on INDB Bhel puri (puri-and-chutney base; the workbook has no yogurt-topped chaat entry), now distinct from the lentil-dumpling-based Dahi Bhalla. Components: Bhel puri (100%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Low,,"Section 3: differentiated from a previously identical duplicate-profile group per audit Section C. | Section 4/5: ingredients compiled from standard/typical recipes (not from INDB); allergens derived programmatically from that ingredient list using the spec vocabulary (dairy/egg/gluten/nuts/groundnut/soy/fish/shellfish); vitamin_b12 is a category-level estimate from standard published B12 values for the dish's primary animal-protein/dairy component (not from INDB, which has no B12 column); price is a rough India-wide market estimate, not measured data. | Allergen audit: ""puri"" ingredient token added -> Gluten included; curd already gave Dairy",Anuvaad Indian Nutrient Databank (INDB) 2024.11,"Section 3 (duplicate-profile fix): Dahi Puri modeled on INDB Bhel puri (puri-and-chutney base; the workbook has no yogurt-topped chaat entry), now distinct from the lentil-dumpling-based Dahi Bhalla. Components: Bhel puri (100%); INDB 2024.11 values are per 100 g and were converted to the CSV serving weight of 100 g. Range is a transparent prep-variability modeling band of ±20%; this range is not reported by INDB. Vitamin D = D2+D3; Vitamin K = K1+K2. Vitamin B12 is not present in the supplied INDB workbook and is therefore left TBD rather than fabricated.",Low,USDA FoodData Central,"Category-level estimate: curd/yogurt or milk is the dish's primary (or only) dairy component. USDA values for plain curd/yogurt and whole milk (~0.4-0.6 mcg/100g), scaled to a typical dairy-content fraction of this serving. Not from INDB.",Medium,PENDING_AUDIT,PENDING_AUDIT,PENDING_AUDIT,Close recipe,Bhel puri (100%),"prep-variability modeling band (internally generated, not source-reported)",20.0,No variants listed
